%---------------------------HEADER---------------------------
%GUID:C1BAEF13-A4AE-4775-9B14-9E867A12977E
%VERSION:1.3
%OUTPUT_FILE:./E-TEST-20160412_141932.txt
%CONTACT_LOCATION:test
%SENSOR_SERIAL:A2-300693;A2-422081;A2-422073;A2-422071
%FREQUENCY:500HZ
%RECORD_CREATION_TIME:2016-04-12 14.19.32
%TRIGGER_VOTES:1
%CHANNELS:A2-300693_x;A2-300693_y;A2-300693_z;A2-422081_x;A2-422081_y;A2-422081_z;A2-422073_x;A2-422073_y;A2-422073_z;A2-422071_x;A2-422071_y;A2-422071_z
%VOTES_PER_CHANNEL:1;1;1;1;1;1;1;1;1;1;1;1
%MEASURE_UNIT:S;G;G;G;G;G;G;G;G;G;G;G;G
%TRIGGER_THRESHOLDS_PER_CHANNEL:0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G
%DETRIGGER_THRESHOLDS_PER_CHANNEL:0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G;0.01G
%TRIGGER_STATES_PER_CHANNEL:0;0;0;0;0;0;1;1;1;0;0;0
%MINIMUM_TIME_RUNNING:10S
%PRE_EVENT_TIME:5S
%POST_EVENT_TIME:5S
%CONTACT_EMAIL:-
%CONTACT_PHONENUMBER:none
%CONTINUOUS_DURATION:900S
%CONTINUOUS_FILENAME_FORMAT:yyyyMMdd_hhmmss
%TIME_SOH:3000S
%TIME_ALERT:3600S
%----------------------------DATA----------------------------
+1460470768.353;-0.000986560000;+0.001159260000;+0.000269840000;-0.001490980000;-0.000905780000;+0.001492020000;-0.001524560000;-0.001463660000;-0.001346960000;-0.000041160000;-0.001090980000;-0.001018600000;
+1460470768.355;-0.001136560000;+0.001199260000;+0.000039840000;-0.002070980000;-0.000565780000;+0.001112020000;-0.001074560000;-0.003523660000;-0.002336960000;+0.000078840000;-0.000750980000;-0.000748600000;
+1460470768.357;-0.002276560000;+0.000519260000;+0.000529840000;-0.002180980000;-0.000295780000;+0.001042020000;-0.000044560000;-0.005053660000;-0.001416960000;-0.000381160000;-0.000560980000;-0.000068600000;
+1460470768.359;-0.001626560000;-0.000400740000;+0.001139840000;-0.002180980000;+0.000084220000;+0.000962020000;+0.000495440000;-0.005393660000;-0.000576960000;-0.000911160000;+0.001269020000;+0.000201400000;
+1460470768.361;-0.001136560000;-0.001050740000;+0.001369840000;-0.000690980000;-0.000635780000;+0.000502020000;-0.000534560000;-0.004403660000;+0.000373040000;-0.000461160000;+0.002069020000;-0.000328600000;
+1460470768.363;-0.000486560000;-0.000970740000;+0.001639840000;-0.000240980000;-0.000295780000;+0.000692020000;-0.000654560000;-0.004363660000;-0.000006960000;-0.000271160000;+0.001729020000;+0.000081400000;
+1460470768.365;-0.000146560000;-0.000670740000;+0.001529840000;-0.000080980000;-0.000145780000;+0.001112020000;-0.000464560000;-0.003903660000;-0.000006960000;+0.000498840000;+0.001039020000;+0.000011400000;
+1460470768.367;-0.000526560000;-0.000740740000;+0.000989840000;-0.000350980000;-0.000025780000;+0.000312020000;-0.000154560000;-0.003943660000;-0.000546960000;-0.000421160000;+0.001309020000;+0.000201400000;
+1460470768.369;-0.000526560000;-0.000510740000;+0.000609840000;+0.000149020000;-0.001025780000;-0.000637980000;+0.000685440000;-0.003183660000;+0.000223040000;+0.000118840000;+0.001419020000;+0.000581400000;
+1460470768.371;+0.000773440000;-0.000820740000;-0.000110160000;+0.001559020000;-0.001055780000;-0.000907980000;+0.001215440000;-0.003263660000;+0.000063040000;+0.000148840000;+0.001809020000;+0.000201400000;
