%---------------------------HEADER---------------------------
%GUID:C1BAEF13-A4AE-4775-9B14-9E867A12977E
%VERSION:1.3
%OUTPUT_FILE:./E-TEST-20160407_101123.txt
%CONTACT_LOCATION:test
%SENSOR_SERIAL:A2-422081
%FREQUENCY:500HZ
%RECORD_CREATION_TIME:2016-04-07 10.11.23
%TRIGGER_VOTES:1
%CHANNELS:A2-422081_x;A2-422081_y;A2-422081_z
%VOTES_PER_CHANNEL:1;1;1
%MEASURE_UNIT:S;G;G;G
%TRIGGER_THRESHOLDS_PER_CHANNEL:0.01G;0.01G;0.01G
%DETRIGGER_THRESHOLDS_PER_CHANNEL:0.01G;0.01G;0.01G
%TRIGGER_STATES_PER_CHANNEL:0;1;1
%MINIMUM_TIME_RUNNING:80S
%PRE_EVENT_TIME:40S
%POST_EVENT_TIME:20S
%CONTACT_EMAIL:-
%CONTACT_PHONENUMBER:none
%CONTINUOUS_DURATION:900S
%CONTINUOUS_FILENAME_FORMAT:yyyyMMdd_hhmmss
%TIME_SOH:3000S
%TIME_ALERT:3600S
%----------------------------DATA----------------------------
+1460034644.080;+0.000501860000;-0.002867780000;+0.013293640000;
+1460034644.082;+0.000051860000;+0.000792220000;-0.000216360000;
+1460034644.084;-0.001058140000;+0.000032220000;-0.001856360000;
+1460034644.086;-0.001168140000;-0.001717780000;+0.001693640000;
+1460034644.088;+0.003141860000;-0.003137780000;-0.005746360000;
+1460034644.090;+0.005811860000;-0.001267780000;-0.002966360000;
+1460034644.092;-0.001438140000;-0.000077780000;-0.001126360000;
+1460034644.094;-0.002658140000;-0.001077780000;-0.009826360000;
+1460034644.096;-0.005328140000;-0.000387780000;-0.014136360000;
+1460034644.098;-0.006968140000;-0.001717780000;-0.011276360000;
+1460034644.100;-0.003578140000;-0.003167780000;-0.008456360000;
+1460034644.102;+0.000121860000;-0.002067780000;-0.006356360000;
+1460034644.104;+0.001951860000;+0.000722220000;-0.001516360000;
+1460034644.106;-0.000488140000;+0.001792220000;+0.000773640000;
+1460034644.108;+0.000921860000;-0.002747780000;+0.008363640000;
+1460034644.110;-0.001138140000;-0.001687780000;+0.018893640000;
+1460034644.112;-0.001288140000;+0.002322220000;+0.018023640000;
+1460034644.114;+0.001991860000;+0.000562220000;+0.013023640000;
+1460034644.116;+0.001531860000;-0.000957780000;+0.012333640000;
+1460034644.118;+0.000121860000;+0.000182220000;+0.010043640000;
+1460034644.120;-0.000108140000;+0.002932220000;+0.006913640000;
+1460034644.122;+0.002181860000;+0.002432220000;-0.000406360000;
+1460034644.124;+0.001881860000;+0.000682220000;-0.009366360000;
+1460034644.126;+0.000091860000;+0.001862220000;-0.013226360000;
+1460034644.128;-0.004678140000;+0.000222220000;-0.015356360000;
+1460034644.130;-0.006898140000;+0.001182220000;-0.017456360000;
+1460034644.132;-0.006478140000;+0.001402220000;-0.014136360000;
+1460034644.134;-0.001358140000;-0.000237780000;-0.009176360000;
+1460034644.136;+0.002031860000;+0.000642220000;-0.006966360000;
+1460034644.138;+0.001801860000;+0.002552220000;-0.001436360000;
+1460034644.140;+0.000891860000;+0.001102220000;+0.004093640000;
+1460034644.142;+0.002151860000;+0.000182220000;+0.006493640000;
+1460034644.144;+0.002831860000;+0.002212220000;+0.011153640000;
+1460034644.146;+0.002791860000;+0.001712220000;+0.012833640000;
+1460034644.148;+0.003941860000;+0.000152220000;+0.013363640000;
+1460034644.150;+0.001501860000;+0.000952220000;+0.013363640000;
+1460034644.152;-0.003608140000;-0.005497780000;-0.005446360000;
+1460034644.154;-0.004068140000;+0.000262220000;-0.093866360000;
+1460034644.156;-0.005138140000;+0.003012220000;+0.031483640000;
+1460034644.158;-0.003268140000;+0.000342220000;+0.060473640000;
+1460034644.160;+0.011001860000;-0.015077780000;-0.036946360000;
+1460034644.162;+0.022021860000;+0.006742220000;+0.020803640000;
+1460034644.164;-0.012198140000;+0.015062220000;+0.059373640000;
+1460034644.166;-0.004378140000;-0.011257780000;-0.036686360000;
+1460034644.168;+0.002181860000;-0.014007780000;-0.000636360000;
+1460034644.170;-0.017998140000;+0.007322220000;+0.006463640000;
+1460034644.172;+0.015801860000;+0.002662220000;+0.003523640000;
+1460034644.174;+0.007451860000;-0.003667780000;-0.013266360000;
+1460034644.176;+0.001271860000;+0.003852220000;-0.001206360000;
+1460034644.178;-0.009068140000;+0.000372220000;-0.009826360000;
+1460034644.180;-0.006628140000;-0.003667780000;-0.031996360000;
+1460034644.182;-0.001858140000;-0.003287780000;-0.015706360000;
+1460034644.184;-0.006588140000;+0.002132220000;-0.002616360000;
+1460034644.186;+0.000201860000;-0.000997780000;-0.004486360000;
+1460034644.188;+0.005081860000;-0.000267780000;+0.017023640000;
+1460034644.190;+0.003861860000;-0.002107780000;+0.013293640000;
+1460034644.192;+0.008171860000;+0.001902220000;-0.010176360000;
+1460034644.194;+0.005121860000;+0.007702220000;+0.011913640000;
+1460034644.196;-0.003498140000;-0.001147780000;+0.037583640000;
+1460034644.198;+0.000161860000;-0.001227780000;+0.005083640000;
+1460034644.200;+0.002411860000;+0.004882220000;-0.001626360000;
+1460034644.202;-0.004678140000;+0.007772220000;+0.004323640000;
+1460034644.204;+0.003401860000;-0.000497780000;-0.005786360000;
+1460034644.206;+0.003291860000;-0.002027780000;-0.003306360000;
+1460034644.208;-0.005138140000;+0.003652220000;-0.002316360000;
+1460034644.210;-0.000528140000;+0.004532220000;-0.012726360000;
+1460034644.212;+0.002181860000;-0.000197780000;-0.004866360000;
+1460034644.214;-0.001628140000;-0.003517780000;+0.007603640000;
+1460034644.216;-0.003388140000;+0.000302220000;-0.003346360000;
+1460034644.218;-0.003268140000;+0.001982220000;-0.009146360000;
+1460034644.220;-0.003308140000;+0.000952220000;-0.001546360000;
+1460034644.222;+0.002181860000;-0.001647780000;-0.004026360000;
+1460034644.224;+0.008521860000;-0.001187780000;+0.000663640000;
+1460034644.226;+0.001691860000;-0.000007780000;+0.008103640000;
+1460034644.228;-0.000868140000;+0.000302220000;+0.004243640000;
+1460034644.230;-0.001748140000;+0.001982220000;-0.001516360000;
+1460034644.232;-0.003838140000;+0.000152220000;-0.002466360000;
+1460034644.234;-0.002928140000;-0.001337780000;-0.002386360000;
+1460034644.236;+0.000891860000;-0.001797780000;-0.002546360000;
+1460034644.238;+0.001731860000;-0.000047780000;-0.000636360000;
+1460034644.240;+0.000471860000;+0.002662220000;-0.001736360000;
+1460034644.242;-0.000108140000;-0.001797780000;+0.005053640000;
+1460034644.244;-0.015628140000;-0.012407780000;-0.049846360000;
+1460034644.246;+0.004011860000;+0.008232220000;-0.074106360000;
+1460034644.248;-0.009638140000;+0.003352220000;+0.077683640000;
+1460034644.250;-0.000938140000;-0.012057780000;+0.044373640000;
+1460034644.252;+0.031101860000;-0.013047780000;-0.024746360000;
+1460034644.254;+0.016411860000;+0.014412220000;+0.069823640000;
+1460034644.256;-0.011238140000;+0.017042220000;+0.055093640000;
+1460034644.258;+0.007331860000;-0.015607780000;-0.046866360000;
+1460034644.260;-0.013148140000;-0.006947780000;+0.002183640000;
+1460034644.262;-0.015208140000;+0.015982220000;+0.000703640000;
+1460034644.264;+0.011611860000;+0.003772220000;-0.022186360000;
+1460034644.266;+0.001001860000;+0.001482220000;-0.019476360000;
+1460034644.268;-0.003958140000;+0.006862220000;-0.004866360000;
+1460034644.270;-0.008348140000;+0.001712220000;-0.020086360000;
+1460034644.272;-0.006358140000;-0.002527780000;-0.041036360000;
+1460034644.274;-0.004418140000;-0.000657780000;-0.002966360000;
+1460034644.276;-0.007728140000;+0.001672220000;+0.004093640000;
+1460034644.278;+0.007371860000;+0.000562220000;+0.011803640000;
+1460034644.280;+0.009511860000;+0.002432220000;+0.033773640000;
