%---------------------------HEADER---------------------------
%GUID:C1BAEF13-A4AE-4775-9B14-9E867A12977E
%VERSION:1.3
%OUTPUT_FILE:./E-TEST-20160407_144445.txt
%CONTACT_LOCATION:test
%SENSOR_SERIAL:A2-422077;A2-300693
%FREQUENCY:500HZ
%RECORD_CREATION_TIME:2016-04-07 14.44.45
%TRIGGER_VOTES:1
%CHANNELS:A2-422077_x;A2-422077_y;A2-422077_z;A2-300693_x;A2-300693_y;A2-300693_z
%VOTES_PER_CHANNEL:1;1;1;1;1;1
%MEASURE_UNIT:S;G;G;G;G;G;G
%TRIGGER_THRESHOLDS_PER_CHANNEL:0.01G;0.01G;0.01G;0.01G;0.01G;0.01G
%DETRIGGER_THRESHOLDS_PER_CHANNEL:0.01G;0.01G;0.01G;0.01G;0.01G;0.01G
%TRIGGER_STATES_PER_CHANNEL:1;1;1;0;0;0
%MINIMUM_TIME_RUNNING:20S
%PRE_EVENT_TIME:10S
%POST_EVENT_TIME:10S
%CONTACT_EMAIL:-
%CONTACT_PHONENUMBER:none
%CONTINUOUS_DURATION:900S
%CONTINUOUS_FILENAME_FORMAT:yyyyMMdd_hhmmss
%TIME_SOH:3000S
%TIME_ALERT:3600S
%----------------------------DATA----------------------------
+1460051076.381;+0.000595240000;-0.000591480000;-0.000156740000;-0.000422980000;-0.000284500000;+0.000444580000;
+1460051076.383;+0.000485240000;-0.000091480000;-0.000036740000;-0.000122980000;+0.000215500000;-0.000745420000;
+1460051076.385;+0.000255240000;+0.000128520000;+0.000423260000;-0.000502980000;+0.000745500000;-0.000095420000;
+1460051076.387;+0.000485240000;+0.000438520000;-0.000116740000;-0.000772980000;+0.000285500000;+0.000284580000;
+1460051076.389;+0.000135240000;+0.000358520000;-0.000156740000;-0.000842980000;+0.000515500000;+0.000634580000;
+1460051076.391;-0.000164760000;-0.000211480000;-0.000186740000;-0.000652980000;+0.000285500000;+0.000024580000;
+1460051076.393;-0.000014760000;-0.000551480000;-0.000726740000;+0.000257020000;-0.000204500000;-0.000435420000;
+1460051076.395;+0.000515240000;-0.001121480000;-0.000416740000;+0.000337020000;+0.000405500000;-0.000165420000;
+1460051076.397;+0.000485240000;-0.001541480000;-0.000766740000;-0.000232980000;+0.000825500000;-0.000205420000;
+1460051076.399;+0.000295240000;-0.002001480000;-0.000836740000;+0.000567020000;+0.000285500000;-0.000855420000;
+1460051076.401;+0.000405240000;-0.001811480000;-0.000766740000;+0.000027020000;-0.000744500000;-0.000285420000;
+1460051076.403;-0.000094760000;-0.000251480000;-0.000876740000;-0.000312980000;+0.000095500000;-0.000055420000;
+1460051076.405;+0.000095240000;+0.000128520000;-0.000646740000;+0.000257020000;+0.000215500000;-0.000515420000;
+1460051076.407;+0.000405240000;+0.000398520000;-0.001146740000;+0.000067020000;+0.000325500000;-0.000135420000;
+1460051076.409;+0.000325240000;+0.000098520000;-0.001526740000;-0.000162980000;+0.000015500000;-0.000395420000;
+1460051076.411;-0.000124760000;+0.001278520000;-0.000876740000;+0.001137020000;-0.000894500000;-0.000775420000;
+1460051076.413;+0.000135240000;+0.001508520000;-0.000536740000;+0.000837020000;-0.000704500000;-0.000705420000;
+1460051076.415;+0.000325240000;+0.000548520000;+0.000193260000;-0.000422980000;-0.000284500000;-0.000135420000;
+1460051076.417;+0.000445240000;-0.000401480000;-0.000266740000;-0.001802980000;-0.000014500000;+0.000514580000;
+1460051076.419;+0.000135240000;-0.000931480000;-0.000536740000;-0.001382980000;-0.000134500000;+0.000024580000;
+1460051076.421;+0.000135240000;-0.001541480000;-0.000306740000;-0.000192980000;-0.000474500000;-0.000015420000;
+1460051076.423;+0.000745240000;-0.002191480000;-0.000686740000;+0.000337020000;+0.000135500000;-0.000055420000;
+1460051076.425;+0.000595240000;-0.002571480000;-0.000646740000;-0.000272980000;+0.000215500000;-0.000585420000;
+1460051076.427;+0.000325240000;-0.001201480000;-0.000036740000;-0.001002980000;+0.000595500000;+0.000554580000;
+1460051076.429;+0.000485240000;+0.000128520000;+0.000073260000;-0.000652980000;+0.000245500000;-0.000135420000;
+1460051076.431;+0.000025240000;+0.000438520000;-0.000036740000;-0.000582980000;-0.000474500000;-0.000395420000;
+1460051076.433;+0.000485240000;+0.000478520000;+0.000573260000;-0.000462980000;-0.000894500000;-0.000355420000;
+1460051076.435;+0.000405240000;+0.000438520000;+0.000113260000;-0.000162980000;-0.000204500000;-0.000895420000;
+1460051076.437;-0.000544760000;-0.000061480000;+0.000263260000;-0.000272980000;+0.000175500000;-0.000435420000;
+1460051076.439;-0.001004760000;+0.000248520000;+0.000453260000;+0.000147020000;-0.000364500000;-0.000895420000;
+1460051076.441;-0.000354760000;+0.000208520000;+0.000573260000;+0.000607020000;-0.000094500000;-0.000555420000;
+1460051076.443;+0.000135240000;-0.000291480000;+0.000193260000;+0.000377020000;-0.001124500000;-0.000205420000;
+1460051076.445;-0.000434760000;-0.000511480000;+0.000383260000;-0.000082980000;-0.000054500000;-0.000325420000;
+1460051076.447;-0.000284760000;-0.000591480000;+0.000113260000;-0.000382980000;+0.001665500000;-0.000055420000;
+1460051076.449;+0.000745240000;-0.001201480000;-0.000376740000;+0.000417020000;+0.000015500000;-0.000355420000;
+1460051076.451;+0.000485240000;-0.000591480000;-0.000266740000;-0.001612980000;-0.000174500000;+0.000284580000;
+1460051076.453;-0.000164760000;+0.000398520000;+0.000613260000;-0.001302980000;+0.000365500000;+0.000284580000;
+1460051076.455;-0.000474760000;-0.000131480000;+0.001183260000;-0.001342980000;+0.001465500000;+0.000974580000;
+1460051076.457;+0.000295240000;-0.000441480000;+0.000573260000;-0.000612980000;+0.000475500000;+0.000404580000;
+1460051076.459;-0.000314760000;+0.000318520000;+0.000193260000;-0.000232980000;-0.000514500000;-0.000135420000;
+1460051076.461;-0.000394760000;+0.000938520000;-0.000076740000;-0.000192980000;-0.000744500000;+0.000174580000;
+1460051076.463;+0.000325240000;+0.000858520000;+0.000073260000;-0.000352980000;+0.000055500000;+0.000514580000;
+1460051076.465;-0.000434760000;+0.000168520000;+0.000613260000;+0.000867020000;-0.000204500000;-0.000015420000;
+1460051076.467;-0.000854760000;+0.000058520000;+0.000643260000;+0.000677020000;+0.000245500000;-0.000095420000;
+1460051076.469;+0.000095240000;-0.000821480000;-0.000156740000;+0.000337020000;+0.000055500000;+0.000214580000;
+1460051076.471;+0.000445240000;-0.000591480000;-0.000376740000;-0.000732980000;-0.000394500000;+0.000634580000;
+1460051076.473;+0.000715240000;-0.000171480000;+0.000193260000;-0.000772980000;-0.000244500000;+0.000894580000;
+1460051076.475;+0.001625240000;-0.001011480000;+0.000113260000;+0.000107020000;-0.000364500000;+0.000514580000;
+1460051076.477;+0.001095240000;-0.000591480000;+0.000383260000;-0.000122980000;-0.000244500000;+0.000254580000;
+1460051076.479;+0.000365240000;-0.000091480000;+0.000343260000;+0.001217020000;-0.000704500000;-0.000625420000;
+1460051076.481;-0.000054760000;+0.000548520000;+0.000613260000;+0.000647020000;-0.000974500000;-0.000205420000;
+1460051076.483;+0.000295240000;+0.000398520000;+0.000113260000;-0.000422980000;-0.000664500000;-0.000245420000;
+1460051076.485;+0.000025240000;-0.000091480000;+0.000193260000;-0.000922980000;-0.000054500000;+0.000214580000;
+1460051076.487;-0.000244760000;-0.000061480000;-0.000416740000;-0.000422980000;-0.000474500000;-0.000015420000;
+1460051076.489;+0.000485240000;-0.000091480000;-0.000836740000;-0.000502980000;-0.000474500000;-0.000325420000;
